state,year,total_pop,civilian_noninst_pop,male,female,age_under_5,age_5_9,age_10_14,age_15_19,age_20-24,age_25_34,age_35_44,age_35_54,age_55_59,age_60_64,age_65_74,age_75_84,age_over_85,median_age,race_one,race_twomore,race_white,race_black,race_ai_an,race_asian,race_island,race_others,race_hisp,race_nhisp,native,Foreign_born,other_lang,pop_over16
Minnesota,2021,5670472,5541421,2839135,2831337,348468,369345,380418,369931,354809,756215,738714,688596,394429,368030,535592,250322,115603,38.2,5411590,258882,4818641,468058,114778,339054,8496,200119,319828,5350644,5191241,479231,638070,4495952
Mississippi,2012,2967620,5614768,1439787,1527833,208315,206573,209137,222714,216032,383389,376644,412142,187021,161812,217045,121600,45196,36,2934124,33496,1797870,1118378,27457,31452,1004,27162,78634,2888986,2902302,65318,107075,2300867
Mississippi,2013,2984345,2898487,1448840,1535505,201453,205557,211438,214272,222034,387219,373041,402804,193994,169365,231320,125703,46145,36.3,2949919,34426,1799772,1132483,24473,34251,1607,28783,84073,2900272,2910290,66582,108190,2312959
Mississippi,2014,2976872,2908862,1445356,1531516,205585,206419,209849,218213,218696,386468,374511,407480,190142,166676,223993,123311,45529,36.2,2942364,34508,1800009,1125039,26463,33452,1075,28019,81433,2895439,2917374,66971,107687,2323223
Mississippi,2015,2989192,2916635,1450269,1538923,192390,207898,208103,213226,217892,389596,371390,389464,197906,174695,249257,128677,48698,36.7,2953825,35367,1794926,1141232,23739,36036,2014,29429,86704,2902488,2918934,69147,109747,2333154
Mississippi,2016,2988081,2921189,1451723,1536358,197733,205605,209321,213121,221936,388420,372584,396068,196451,172009,240051,127367,47415,36.5,2952747,35334,1798727,1136159,23962,35682,2014,29701,86507,2901574,2921862,67330,109238,2338750
Mississippi,2017,2988762,2923887,1450379,1538383,188575,200574,207354,212886,212059,388763,370914,378273,197536,182350,265521,135296,48661,37.2,2948569,40193,1786914,1147921,24445,36791,2950,32889,90493,2898269,2917326,68894,109237,2341439
Mississippi,2018,2986220,2921628,1448717,1537503,190855,204574,206966,212377,215347,389103,369658,383914,198562,177837,257630,131156,48241,36.9,2948291,37929,1788686,1143810,24286,36571,2390,31314,88261,2897959,2919010,69752,108732,2350291
Mississippi,2019,2984418,2922647,1447873,1536545,186647,197397,206208,210683,207813,387644,371300,372814,196810,186080,273673,137262,50087,37.5,2944122,40296,1778961,1148334,25253,38321,2742,34315,91202,2893216,2913949,70469,111008,2354101
Mississippi,2020,2981835,2916886,1443708,1538127,185274,191951,208237,208127,205134,386125,371392,367947,194067,189311,282944,139645,51681,37.7,2931805,50030,1774378,1149098,24230,39237,3110,44867,94342,2887493,2912624,69211,111312,2357026
Mississippi,2021,2967023,2912057,1444255,1522768,182146,188097,212611,210730,199334,380627,372406,364118,192007,192016,288178,137072,47681,37.8,2897034,69989,1765396,1144089,29230,40313,3405,59369,95643,2871380,2898443,68580,109158,2344417
Missouri,2012,5982413,2902113,2929988,3052425,385372,389283,396728,421390,416026,775601,751724,877179,389504,336134,454658,273332,115482,37.9,5848113,134300,5093436,746117,80300,122288,9738,72892,212152,5770261,5751328,231085,340619,4729641
Missouri,2013,6028076,5867503,2953719,3074357,379273,391887,394879,408501,424606,792560,735511,854632,407409,356266,486203,276847,119502,38.1,5883808,144268,5120917,758305,79558,132085,11812,78266,226388,5801688,5773617,233565,344835,4755870
Missouri,2014,6007182,5892726,2941951,3065231,383011,391370,395933,413955,420305,784179,741194,869091,398362,347744,469964,274313,117761,38,5867942,139240,5109530,752072,78309,126992,11366,76540,219705,5787477,5792081,235995,342797,4781853
Missouri,2015,6059651,5914681,2973317,3086334,374010,389938,392407,400528,429391,800229,731234,820875,421521,369584,524097,284040,121797,38.3,5911610,148041,5134072,770500,78580,139411,13045,82245,237284,5822367,5807968,237480,342294,4803676
Missouri,2016,6045448,5932449,2964003,3081445,376772,393287,391293,402622,429174,797161,732843,838019,415972,363704,504067,279706,120828,38.2,5897803,147645,5127616,764195,78508,138017,12717,82027,233046,5812402,5823572,236079,338521,4823223
Missouri,2017,6090062,5946094,2988772,3101290,372932,381583,392635,396819,421255,809024,733520,787960,425339,387303,561486,295894,124312,38.5,5934734,155328,5151022,778915,79024,150391,13264,83920,249105,5840957,5832465,242835,343526,4844505
Missouri,2018,6075300,5961514,2981332,3093968,373141,384484,393177,398602,425687,805939,730170,805345,424917,377806,544197,288729,123106,38.4,5923910,151390,5142164,773449,79443,145723,12912,84055,244420,5830880,5842274,247788,349425,4864065
Missouri,2019,6104910,5976738,2995725,3109185,371570,380117,392875,395905,414394,813407,738183,769927,426328,395479,577726,304226,124773,38.6,5944542,160368,5164022,779871,81120,155191,14161,83626,254791,5850119,5849191,255719,361596,4881733
Missouri,2020,6124160,5990637,3004001,3120159,371046,374685,397010,396255,408372,819044,745789,752645,425835,400095,595770,307569,130045,38.7,5909842,214318,5179826,784331,82267,161495,13701,131293,262677,5861483,5867824,256336,361104,4903578
Missouri,2021,6141534,6011968,3027741,3113793,367132,380122,404107,401712,400642,814351,763084,744131,420482,411935,611609,299669,122558,38.8,5862006,279528,5194182,790411,88968,165575,14660,185783,271566,5869968,5884732,256802,359655,4910777
Montana,2012,990785,6035976,497141,493644,60865,62478,60620,67002,68483,121664,114211,147758,75894,63838,81418,47012,19542,39.9,966906,23879,911046,7606,78327,10464,1641,7161,28984,961801,971286,19499,42689,794385
Montana,2013,1006370,975207,505536,500834,61102,64285,60387,65465,71171,125660,113403,139916,78796,68001,89502,48010,20672,39.8,981471,24899,923493,8692,80570,11858,2218,6414,31902,974468,978862,19692,41307,801199
Montana,2014,998554,982993,501549,497005,61040,63324,60431,66193,69619,123904,113452,143927,77257,66446,85426,47444,20091,39.9,974259,24295,916356,8023,79428,11370,2176,7517,30490,968064,985850,20520,39733,807917
Montana,2015,1023391,991001,514191,509200,60995,65025,61764,64530,72643,128539,116416,132165,77889,72557,99684,50018,21166,39.8,996869,26522,936991,9498,83614,12642,2333,6719,34841,988550,993714,20985,39152,814661
Montana,2016,1014699,999213,510163,504536,60697,65404,60670,64896,72584,127236,114620,135665,78319,70327,94479,48922,20880,39.7,988922,25777,929666,9493,81695,12403,2224,6918,33622,981077,1002479,20912,37492,822530
Montana,2017,1041732,1007946,524220,517512,61810,63541,64227,64452,73435,131959,120909,125902,75255,76419,109771,52951,21101,39.8,1012297,29435,953454,10086,85331,14008,2121,8015,39019,1002713,1008091,21771,37847,828198
Montana,2018,1029862,1014596,517860,512002,61218,64409,62752,64393,73171,129445,118759,128243,76986,74348,104273,51010,20855,39.8,1001478,28384,943539,9925,84180,13144,2084,7398,36626,993236,1019047,22685,40206,838808
Montana,2019,1050649,1026586,528573,522076,61035,63216,65938,64942,72223,133404,124415,122913,74068,77784,114629,55022,21060,39.9,1018488,32161,960369,11278,86818,14690,2778,9191,40314,1010335,1027601,23048,41245,847280
Montana,2020,1061705,1035643,534128,527577,61338,62765,66123,64483,72308,136525,127669,120608,74216,77551,119784,57050,21285,40.1,1021000,40705,970545,12031,87563,15622,2759,16220,41501,1020204,1038384,23321,40104,859185
Montana,2021,1077978,1046670,545671,532307,60366,64963,67508,66874,71805,138091,132841,121522,72740,78814,125468,56604,20382,40,1029619,48359,984510,12132,88093,16591,2913,24868,43877,1034101,1054417,23561,40663,872599
Nebraska,2012,1827306,1063595,906143,921163,130754,127741,124195,129347,130601,244233,222411,256249,116621,97611,124131,84830,38582,36.3,1788011,39295,1646657,99558,31845,40295,2323,49297,167155,1660151,1714837,112469,175887,1419577
Nebraska,2013,1855617,1797941,921597,934020,130448,131016,126689,128468,133767,249837,222471,248909,121573,104776,133009,85000,39654,36.2,1814301,41316,1674547,104081,31518,44685,3139,42411,180448,1675169,1724995,116630,180422,1431428
Nebraska,2014,1841625,1812953,913478,928147,130465,130228,124895,128739,131599,247831,221641,253050,118611,101981,128342,85042,39201,36.3,1801692,39933,1659558,101320,31318,42902,2834,47177,173903,1667722,1735200,120417,184192,1442692
Nebraska,2015,1881259,1827507,935935,945324,130580,132938,128929,128681,136903,252414,225981,239004,123970,110361,146131,84473,40894,36.2,1837606,43653,1695681,107845,30002,49865,3408,41453,191802,1689457,1746014,123351,188323,1454157
Nebraska,2016,1869365,1840934,929606,939759,130036,132588,127538,128728,135075,251958,224348,244153,123342,107537,139373,84306,40383,36.2,1827770,41595,1685456,106051,30206,47471,3282,41432,186268,1683097,1754726,126533,193054,1463872
Nebraska,2017,1904760,1852809,949910,954850,131812,132290,131959,129350,136886,254377,232659,229048,125370,114929,159053,85697,41330,36.4,1856160,48600,1709927,113007,32625,56156,3219,41868,203281,1701479,1763261,130660,197054,1474713
Nebraska,2018,1893921,1865028,943547,950374,130827,132758,130437,129066,136991,253947,229310,234079,125147,112761,152726,85016,40856,36.3,1848350,45571,1704698,110102,31357,52726,3456,40259,198300,1695621,1771336,133424,198881,1483161
Nebraska,2019,1914571,1875468,954950,959621,131473,132240,133061,130202,136569,255097,236450,223709,123643,118058,165539,87073,41457,36.5,1864185,50386,1712059,115778,32827,58983,3365,45786,208271,1706300,1776672,137899,204429,1491786
Nebraska,2020,1923826,1884850,959677,964149,130742,132038,134239,131348,135919,255441,239612,220472,121405,120579,171887,87155,42989,36.6,1847889,75937,1711828,117761,33736,62516,3735,75495,214952,1708874,1781210,142616,211097,1500813
Nebraska,2021,1951480,1894327,978863,972617,130400,134936,139102,136774,134953,255107,247949,221511,122330,122647,179998,84545,41228,36.7,1851266,100214,1724781,120992,36992,64180,3873,106730,224693,1726787,1806265,145215,215669,1519415
Nevada,2012,2704204,1923866,1365496,1338708,187513,186194,179000,179435,181033,387655,383790,374125,163762,152306,200930,96855,31606,36.3,2600459,103745,2054303,250338,52270,241223,32537,188223,717835,1986369,2185290,518914,730697,2115306
Nevada,2013,2761584,2668199,1390921,1370663,180577,187517,181793,177664,186113,393980,381043,379300,172638,158776,223343,103830,35010,36.9,2645526,116058,2028503,267281,53266,260564,35320,245118,752049,2009535,2208135,521931,747387,2143541
Nevada,2014,2730066,2694751,1377138,1352928,183538,186314,181054,178694,183507,389913,381827,376546,168454,155157,211680,99458,33924,36.6,2621791,108275,2036644,258381,52327,249732,34230,218812,734097,1995969,2234549,527035,766781,2175721
Nevada,2015,2839172,2726356,1426322,1412850,180440,188922,184398,175865,187422,407455,383267,384349,181631,164568,249640,113808,37407,37.5,2710136,129036,2036906,286350,57287,280498,37102,284299,790497,2048675,2261384,537252,786921,2210559
Nevada,2016,2798636,2763700,1407735,1390901,178808,189658,182503,175750,187680,400539,382127,381662,177346,161857,235919,108571,36216,37.2,2675701,122935,2028300,275460,55498,271325,36054,267951,770553,2028083,2291476,547696,805039,2248477
Nevada,2017,2922849,2804116,1467165,1455684,182311,188965,190632,177213,182278,424495,389966,388646,186207,174085,273123,125259,39669,37.9,2782350,140499,2048871,309359,62595,296156,39768,323167,831597,2091252,2325981,561744,824689,2292486
Nevada,2018,2887725,2852693,1450091,1437634,181207,190112,186824,176996,184563,418525,387707,387736,184727,168998,262946,118088,39296,37.7,2753390,134335,2044700,297610,59246,292230,38997,304766,814305,2073420,2356449,566400,833036,2322826
Nevada,2019,2972382,2887475,1491294,1481088,183534,188742,195176,178691,181544,433665,395431,390766,190069,177583,283634,133009,40538,38,2825974,146408,2069155,322756,65762,305500,40403,332586,853041,2119341,2395653,576729,848177,2366398
Nevada,2020,3030281,2936475,1520196,1510085,184141,188497,200113,181129,182581,443752,403095,393735,196759,178459,295029,137638,45353,38.2,2801800,228481,2080484,337681,67377,320596,43543,430140,875798,2154483,2442473,587808,858260,2419552
Nevada,2021,3059238,2993632,1541789,1517449,181429,190962,204174,185258,180697,442799,413310,396434,198224,183544,301849,136718,43840,38.3,2743982,315256,2081369,350048,75179,329669,45785,519881,897415,2161823,2472387,586851,859193,2443108
New Hampshire,2012,1317474,3022441,650048,667426,69372,76853,84857,94710,84344,145270,179209,223407,96640,82309,98760,57678,24065,41.1,1296827,20647,1260750,21525,10541,35102,890,10831,37355,1280119,1247849,69625,98494,1068648
New Hampshire,2013,1321069,1302651,651809,669260,66576,75728,80599,92670,86463,149321,167647,218547,101291,88343,109886,58656,25342,41.8,1296991,24078,1261922,24549,10958,37715,1253,10691,40301,1280768,1247613,71558,100078,1074477
New Hampshire,2014,1319171,1304372,651106,668065,68116,76514,82466,93758,85126,147022,172458,222200,99383,85046,104075,57982,25025,41.5,1297342,21829,1260829,23209,10573,36166,1040,10787,38817,1280354,1247657,73412,99237,1080795
New Hampshire,2015,1327503,1306315,656507,670996,64676,74086,77373,90122,88902,154495,159325,210225,106669,91245,123021,60143,27221,42.4,1302597,24906,1266943,25705,10890,39774,1167,9756,43500,1284003,1248454,75747,99030,1087512
New Hampshire,2016,1324201,1309057,653484,670717,65592,74255,80046,91704,87459,151429,163074,214652,103708,90318,116302,59435,26227,42.2,1299855,24346,1264353,25267,10823,38955,1152,9771,42141,1282060,1250440,77063,99416,1094783
New Hampshire,2017,1343622,1310949,664983,678639,64079,72003,76609,88652,90164,161541,155671,200920,110487,95512,135715,62907,29362,42.7,1315732,27890,1276008,29687,11004,45550,1412,9532,48356,1295266,1252979,78869,99496,1102267
New Hampshire,2018,1331848,1314875,659131,672717,64233,72965,76603,88725,89851,156374,156530,205335,108660,93279,129717,61133,28443,42.7,1305658,26190,1268673,27295,10966,41738,1284,9697,45266,1286582,1262335,81287,100557,1114817
New Hampshire,2019,1348124,1326243,667689,680435,63843,70144,76783,87162,89855,165193,154702,195642,111262,97743,141456,65119,29220,42.9,1319843,28281,1278650,30753,11005,46317,1507,9816,50493,1297631,1265430,82694,103247,1121659
New Hampshire,2020,1355244,1331286,671802,683442,63677,69106,76652,85727,88920,169167,155505,189808,111648,99892,147593,67637,29912,43,1315392,39852,1284067,32277,10734,47713,1579,20643,52792,1302452,1272622,82622,104288,1130008
New Hampshire,2021,1372175,1338372,683846,688329,63509,68766,78993,88329,86472,171559,160635,187228,112805,103743,154122,67763,28251,43,1321285,50890,1297158,34370,11567,48622,1707,32333,55915,1316260,1289280,82895,105108,1144768
New Jersey,2012,8793888,1356149,4283189,4510699,537989,563537,585035,597051,540760,1114252,1240986,1368440,566815,482933,620899,397292,177899,38.9,8585668,208220,6285496,1288514,63167,796206,9381,573354,1557680,7236208,6960812,1833076,2444767,6985329
New Jersey,2013,8874374,8682727,4326518,4547856,535871,556159,582386,588535,558802,1132991,1200296,1363844,600378,505848,669942,390293,189029,39.3,8653931,220443,6265502,1307420,61570,848644,11589,617340,1649784,7224590,6963594,1868812,2489641,7028795
New Jersey,2014,8832406,8723211,4304817,4527589,537907,560374,584130,593393,548856,1122792,1216529,1368983,585386,492824,644366,392802,184064,39.1,8615143,217263,6280434,1304515,63292,820523,10430,587522,1603510,7228896,6969969,1904405,2528653,7080181
New Jersey,2015,8915456,8766669,4350531,4564925,528509,550627,574364,579261,570148,1147169,1170011,1332561,625355,525160,726212,390880,195199,39.5,8689743,225713,6251613,1320790,60563,892474,11909,624673,1719831,7195625,6975288,1929125,2554078,7120154
New Jersey,2016,8904413,8796604,4343027,4561386,533644,552966,578193,583620,564495,1141376,1187077,1352541,614398,516880,697481,389184,192558,39.4,8680587,223826,6257974,1314132,61264,876171,12327,626462,1688008,7216405,6972118,1943338,2572885,7143654
New Jersey,2017,8881845,8807899,4335930,4545915,521684,540335,562668,565170,562446,1135665,1143224,1286245,636206,551339,772545,406646,197672,39.8,8650896,230949,6212579,1313606,59511,910292,12319,626035,1768020,7113825,6981005,1979156,2611986,7197215
New Jersey,2018,8960161,8854377,4372321,4587840,526716,547575,571455,575048,575668,1151431,1165156,1317652,636863,538598,755476,399788,198735,39.6,8731100,229061,6265011,1323092,60528,920332,12063,630313,1764520,7195641,6913785,1968060,2590259,7142175
New Jersey,2019,8878503,8776839,4335032,4543471,519524,536364,560056,560443,555737,1138260,1137328,1259591,637064,563851,793910,418829,197546,39.9,8634958,243545,6210697,1318289,61399,923811,11996,618718,1794736,7083767,6886476,1992027,2617770,7148309
New Jersey,2020,8885418,8773993,4341123,4544295,518349,531590,560366,556125,549487,1145289,1136171,1233146,640553,571404,815703,422989,204246,40,8457807,427611,6188854,1335434,64849,948998,11376,795449,1815078,7070340,6872546,2012872,2644457,7161184
New Jersey,2021,9234024,8780160,4539311,4694713,530376,557847,590073,584965,559157,1179836,1197006,1265171,667696,607381,866918,428642,198956,40,8616754,617270,6328553,1398406,77404,1002672,12782,1075527,1924503,7309521,7118963,2115061,2779747,7436293
New Mexico,2012,2055287,9129337,1015710,1039577,143937,142788,141373,148538,144725,267452,248645,286411,135203,121112,155997,86633,32473,36.6,1992448,62839,1547201,55490,214337,37129,3223,264047,952569,1102718,1854749,200538,688421,1597923
New Mexico,2013,2080085,2021099,1029757,1050328,140022,142385,143728,143923,150014,274514,246450,277343,138554,127885,170263,91142,33862,36.8,2014988,65097,1575631,57777,213962,42656,3750,255482,978189,1101896,1866174,203532,695931,1612730
New Mexico,2014,2069706,2035611,1024290,1045416,141533,143745,142726,146419,148054,270824,247272,282375,136974,124665,163422,88316,33381,36.7,2006088,63618,1565526,56788,214432,39080,3923,257184,966268,1103438,1874204,205881,701979,1625155
New Mexico,2015,2082669,2046051,1031440,1051229,133769,142699,141144,141518,149619,276750,244759,264079,139882,130164,186755,95267,36264,37.2,2014872,67797,1585210,56977,217890,46392,3568,244641,995831,1086838,1880413,203704,695667,1633310
New Mexico,2016,2084117,2049702,1032414,1051703,137989,142552,141844,142996,150914,276652,245501,270854,140333,128004,178442,92833,35203,37,2016064,68053,1579542,59334,215596,45587,3882,252501,986972,1097145,1881326,201343,690523,1637594
New Mexico,2017,2092434,2048093,1035850,1056584,128357,137860,143893,140188,147856,280659,247254,252403,139817,132632,202928,101037,37550,37.5,2024926,67508,1613638,57850,224547,49668,3500,215218,1015751,1076683,1883530,201298,684541,1643708
New Mexico,2018,2084828,2050101,1032086,1052742,131062,140361,142616,139735,149424,278395,244717,258110,140633,131093,194658,97707,36317,37.3,2016546,68282,1602801,57765,222594,47946,3422,222973,1004103,1080725,1891200,201234,682665,1655769
New Mexico,2019,2092454,2057526,1036190,1056264,126150,135387,143480,139365,144701,281603,249432,246287,137802,135560,210124,103637,38926,37.8,2024190,68264,1622174,60672,226198,48809,3550,204084,1020817,1071637,1895290,197164,669355,1661646
New Mexico,2020,2097021,2057086,1038007,1059014,122993,132557,144248,139238,142687,282896,254173,240522,137027,135780,217619,105501,41780,38.1,1926719,170302,1627090,62321,229071,48942,4511,304495,1031788,1065233,1903798,193223,661320,1672029
New Mexico,2021,2109366,2060539,1048448,1060918,120716,132955,146685,142194,140177,280505,260723,241097,136314,138459,224882,103127,41532,38.3,1847902,261464,1612464,66667,239040,51047,4873,410279,1046411,1062955,1916120,193246,656023,1682568
New York,2012,19398125,2073219,9391875,10006250,1159763,1157647,1212044,1356668,1410021,2672147,2619534,2858807,1242172,1068688,1378799,870606,391229,38,18924059,474066,13163037,3274691,168346,1575930,20011,1706090,3425845,15972280,15130105,4268020,5429861,15615122
New York,2013,19594330,19138275,9495978,10098352,1170258,1156152,1188491,1313973,1435722,2761727,2550605,2842956,1295857,1123417,1479233,865115,410824,38.1,19046068,548262,13146677,3329889,189658,1679693,25046,1819527,3559644,16034686,15172350,4314703,5487050,15717283
New York,2014,19487053,19231242,9442496,10044557,1164577,1154990,1200760,1334705,1420961,2716456,2576903,2856403,1268157,1097758,1426716,865633,403034,38.1,18976624,510429,13164076,3294586,178793,1622048,23654,1756353,3488083,15998970,15218385,4375945,5556372,15832743
New York,2015,19697457,19342657,9555130,10142327,1170723,1149222,1171027,1274564,1427838,2831379,2501802,2780247,1331302,1165552,1600042,866782,426977,38.2,19121017,576440,13108709,3356579,200677,1770270,28765,1864170,3661929,16035528,15250433,4422741,5614293,15921937
New York,2016,19673174,19427310,9541801,10131373,1176432,1150246,1179723,1293794,1437184,2803612,2528797,2819175,1318765,1145011,1537968,863826,418641,38.1,19112295,560879,13131658,3344602,193357,1733149,26560,1853699,3619658,16053516,15255210,4442247,5640948,15964950
New York,2017,19618453,19453583,9519555,10098898,1163606,1121174,1146521,1224760,1356050,2860842,2446070,2675646,1342368,1212727,1719566,910812,438311,38.7,19019270,599183,12974656,3368296,208235,1814634,29731,1877245,3705588,15912865,15307572,4490656,5696716,16080981
New York,2018,19798228,19556260,9604111,10194117,1176877,1140985,1159505,1254505,1405547,2883167,2485508,2744981,1345620,1193182,1675514,895023,437814,38.4,19208202,590026,13091950,3394050,207483,1828118,29859,1894979,3726238,16071990,15178560,4439893,5624828,15951997
New York,2019,19572319,19378618,9501001,10071318,1154201,1103412,1148393,1210792,1323584,2865950,2433007,2613081,1338546,1235047,1770421,934343,441542,38.8,18956062,616257,12932593,3379351,206533,1839680,31933,1855446,3720983,15851336,15152673,4419646,5620166,15936244
New York,2020,19514849,19333899,9474184,10040665,1140669,1089889,1147406,1192954,1294774,2865358,2428957,2548713,1343949,1240478,1819041,937672,464989,39,18593296,921553,12894580,3396120,207027,1884346,33546,2103685,3720707,15794142,15142682,4372167,5574294,15908940
New York,2021,20114745,19276809,9821711,10293034,1154376,1131385,1207089,1243126,1297689,2904643,2545476,2597124,1392050,1311628,1929865,948788,451506,39.2,18914032,1200713,13172752,3516877,234614,1962674,34708,2501297,3871753,16242992,15590849,4523896,5782730,16383427
North Carolina,2012,9544249,19878007,4649769,4894480,627188,631658,635713,659421,666150,1246313,1329005,1358821,603928,538083,707990,395483,144496,37.4,9339778,204471,6829900,2154693,181978,251757,11135,337860,796293,8747956,8825455,718794,961210,7523670
North Carolina,2013,9750405,9341367,4750366,5000039,618246,639723,647991,654448,694950,1266243,1316548,1366778,637035,562351,780502,408220,157370,37.8,9523866,226539,6974418,2214182,189946,279076,13943,327129,848597,8901808,8920612,730768,985646,7622230
North Carolina,2014,9651380,9450222,4702565,4948815,623707,639455,639716,657111,683369,1253312,1322052,1365298,618116,554084,742516,400726,151918,37.6,9432445,218935,6909415,2184904,187997,265186,13191,330473,824868,8826512,9009170,741235,1009317,7717630
North Carolina,2015,9940828,9551760,4834592,5106236,605960,644338,651637,658761,695460,1294386,1307758,1373899,661578,587721,864218,430970,164142,38.3,9697458,243370,7087472,2273010,194472,307524,15508,329774,884763,9056065,9087312,758021,1031895,7812594
North Carolina,2016,9845333,9649606,4795408,5049925,611170,642541,649745,655024,704552,1277367,1311902,1367491,650010,574339,821205,419812,160175,38,9613942,231391,7034563,2241952,190209,294535,14796,323820,869908,8975425,9173172,767656,1050505,7907915
North Carolina,2017,10155624,9745671,4944759,5210865,603193,635346,658696,676295,700320,1339485,1299245,1376634,676977,618435,941889,458679,170430,38.6,9892323,263301,7216121,2331119,198583,342284,17740,338735,935950,9219674,9264593,787971,1079175,8021719
North Carolina,2018,10052564,9845238,4895368,5157196,603983,640808,653323,665055,705347,1318591,1302261,1376492,671370,600397,904811,443367,166759,38.4,9801368,251196,7149410,2300610,195193,325289,16046,341946,914792,9137772,9356008,799616,1106387,8124899
North Carolina,2019,10264876,9952031,4996638,5268238,605125,630547,663079,684678,697588,1362577,1298033,1376281,683840,635115,976794,476222,174997,38.7,9991600,273276,7279065,2360234,204106,355907,18280,348302,962665,9302211,9442112,822764,1139787,8233448
North Carolina,2020,10386227,10060249,5052667,5333560,605299,626765,669516,689913,697961,1390826,1304590,1371931,691841,649231,1012016,486079,190259,38.9,10007858,378369,7348103,2392742,208642,377854,19899,451107,991051,9395176,9553625,832602,1155636,8352255
North Carolina,2021,10367022,10178084,5067666,5299356,594004,627382,675846,698427,686487,1376001,1310998,1361474,690624,659544,1030725,474201,181309,39,9866564,500458,7310440,2392313,217203,390139,20145,578504,1016730,9350292,9521039,845983,1179594,8336531
North Dakota,2012,676253,10168317,342030,334223,44052,41583,39018,47983,60828,90890,76001,95908,44939,37182,47452,33861,16556,36.9,664426,11827,619979,11170,42656,9203,813,4702,14195,662058,659217,17036,33133,543270
North Dakota,2013,704925,660952,358862,346063,46870,44954,40840,48403,65331,98724,77987,93055,47990,39869,50171,33726,17005,35.9,690089,14836,642694,14481,45352,10815,1117,6329,18250,686675,671212,18569,34238,553026
North Dakota,2014,689781,674657,349947,339834,45275,42715,40445,47931,62986,94678,76716,94569,46361,38855,48703,33673,16874,36.4,676255,13526,630961,12676,43966,9888,882,5614,16054,673727,684370,20555,35684,563755
North Dakota,2015,736162,690161,376979,359183,51419,48058,42617,48452,68009,107803,82372,90498,49555,42634,54162,33124,17459,35.2,718183,17979,666676,19443,48021,12497,1234,7238,22997,713165,698813,22827,37616,575611
North Dakota,2016,721640,706307,367963,353677,48864,47057,41667,48032,67990,103368,80025,91715,48434,41848,52108,33175,17357,35.4,705508,16132,655444,16373,47287,11728,1083,6937,20569,701071,711798,24364,38254,585370
North Dakota,2017,752201,720312,386183,366018,52820,50637,44289,47651,66571,113506,85901,85986,49869,45061,58728,33322,17860,35.1,733895,18306,672255,24749,49378,14746,1470,9173,26529,725672,718760,26715,39016,592279
North Dakota,2018,745475,729279,382121,363354,51766,49080,43801,47905,67433,111459,84411,88279,50086,44059,56390,33235,17571,35.1,728034,17441,670457,21940,48817,13593,1245,8001,24744,720731,722572,29629,42558,595742
North Dakota,2019,756717,736241,387555,369162,53215,50665,46028,47325,64416,115479,88146,83510,49237,45813,61239,33629,18015,35.1,737105,19612,673706,26761,50119,15471,1778,9867,28317,728400,725923,30794,41999,598271
North Dakota,2020,760394,740206,389284,371110,53408,50371,47837,47973,63280,115456,90584,80843,48052,46184,64100,34522,17784,35.2,736452,23942,674281,28675,50939,16362,1781,13711,30325,730069,728005,32389,42409,599849
North Dakota,2021,773344,743105,397093,376251,53417,52305,50743,50587,62395,114503,94808,80914,48478,46996,67692,33554,16952,35.2,743545,29799,685097,30520,52961,16687,1987,17862,31926,741418,739389,33955,45337,607971
Ohio,2012,11533561,756614,5630373,5903188,712820,750218,770410,817811,766409,1420955,1482197,1724093,784545,669501,860348,543287,230967,38.8,11291272,242289,9797950,1544906,91674,238889,8137,113731,354910,11178651,11078974,454587,709164,9138488
Ohio,2013,11560380,11356139,5651577,5908803,700088,741211,761422,793937,782611,1440377,1436606,1670106,820231,709192,923149,539324,242126,39.1,11286354,274026,9798267,1572143,93430,259541,10669,123149,379542,11180838,11088251,461339,719095,9170484
Ohio,2014,11549590,11374029,5642666,5906924,706439,745401,766836,808017,776377,1427773,1456912,1699782,802757,692650,890162,540226,236258,39,11290586,259004,9805297,1556296,93464,248212,9307,117724,367394,11182196,11091189,469191,723380,9197668
Ohio,2015,11586941,11386433,5673893,5913048,695764,727074,751917,778347,785793,1469248,1406232,1603648,838094,734487,1004672,540558,251107,39.3,11288764,298177,9789856,1600622,99097,281256,10812,126039,400932,11186009,11099400,476577,729735,9229397
Ohio,2016,11575977,11402897,5662893,5913084,695996,735218,756684,785644,784927,1453253,1422737,1638580,830204,725453,961560,538589,247132,39.2,11288765,287212,9799302,1585347,96544,269614,10872,123682,390970,11185007,11102233,484708,732576,9255859
Ohio,2017,11641879,11413979,5703967,5937912,695933,713523,747709,772199,775430,1505481,1393553,1544429,834920,765841,1080641,560148,252072,39.3,11314790,327089,9787581,1639043,101503,314709,11546,139259,431327,11210552,11107421,502335,750666,9290812
Ohio,2018,11609756,11436638,5686081,5923675,695704,721139,747158,774385,783220,1482711,1397632,1573683,840367,749115,1044159,548223,252260,39.3,11296984,312772,9788667,1619608,98691,295733,11073,132673,414490,11195266,11120898,520981,770975,9332790
Ohio,2019,11655397,11468700,5711765,5943632,694711,705313,747075,768971,763550,1521875,1391747,1514333,825434,781094,1116639,573852,250803,39.4,11319971,335426,9780432,1654697,101157,326348,12806,141583,443415,11211982,11120345,535052,788432,9356584
